"Month","Year","Amount","Description","Category","Classify","Expense type","","","",""
"12","2025","  62.467.480 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"12","2025","  22.000.000 ","Thuê bằng bs","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"12","2025","  17.000.000 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"12","2025","  -   ","thuế","5. Chi phí thuế và lãi vay","Thuế GTGT/ TNCN/ TNDN/ môn bài/ lệ phí..nộp NSNN","Biến phí","","","",""
"12","2025","  37.600.000 ","nhựa ép hàm duy trì, thuốc tê","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"12","2025","  131.940.000 ","dây cung+thun T7+8+9+10+11","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"12","2025","  16.255.000 ","khăn choàng che cổ, Hộp đựng thuốc chống sốc, hộp đựng hdt,hàng đánh bóng Tháo MC, bộ đồ khám, đầu đánh bóng+ bóng đèn tủ cực tím đầu trộn cao su, mũi khoan, dây đo nội nha, khẩu trang, mua khăn choàng xanh","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"12","2025","  108.846.000 ","vật tư+khí cụ t11/25+t12/25","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"12","2025","  36.750.000 ","Mua 130b mắc cài","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"12","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","",""
"12","2025","  -   ","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"12","2025","  13.221.000 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","",""
"12","2025","  13.675.000 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","",""
"12","2025","  -   ","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","",""
"12","2025","  25.537.500 ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","",""
