THÁNG,NỘI DUNG CHI,PHÂN LOẠI,SỐ TIỀN,DÒNG TIỀN,TÀI CHÍNH
2024.01,Số 5 kỳ Đồng ,Chi phí Mặt bằng,91.575.000,Định phí,Chi phí QLDN
2024.01,Điện kỳ đồng,Điện + Nước,14.611.667,Định phí,Chi phí hành chính
2024.01,Hành chính chung,Mua đồ hành chính,134.960.633,Biến phí,Chi phí hành chính
2024.01,BH NV,Bảo hiểm,21.470.720,Định phí,Chi phí QLDN
2024.01,bằng BS Huân,Thuê bằng,22.000.000,Định phí,Chi phí QLDN
2024.01,thuê vp,Chi phí Mặt bằng,8.097.333,Định phí,Chi phí QLDN
2024.01,"Thuê bằng điều dưỡng cô Châu T1,2,3",Thuê bằng,9.000.000,Định phí,Chi phí QLDN
2024.01,wf,Mua đồ hành chính,816.667,Biến phí,Chi phí hành chính
2024.01,tiền xe nv t1,Tiền thuê xe,2.333.333,Định phí,Chi phí hành chính
2024.01,lương bs,Lương,136.930.000,Định phí,Chi phí QLDN
2024.01,%bs,KPI,418.857.023,Biến phí,Chi phí bán hàng
2024.01,lương nv,Lương,221.899.765,Định phí,Chi phí QLDN
2024.01,% nv,KPI,99.379.314,Biến phí,Chi phí bán hàng
2024.01,vật liệu chỉnh nha(có kềm),Tiền vật liệu,6.604.000,Biến phí,Chi phí giá vốn
2024.01,kềm bẻ dây cung,Tiền vật liệu,4.200.000,Biến phí,Chi phí giá vốn
2024.01,thun,Tiền vật liệu,15.150.000,Biến phí,Chi phí giá vốn
2024.01,Vật liệu morille t12/23,Tiền vật liệu,58.336.500,Biến phí,Chi phí giá vốn
2024.01,thun,Tiền vật liệu,5.760.000,Biến phí,Chi phí giá vốn
2024.01,Mua khâu,Tiền vật liệu,35.616.700,Biến phí,Chi phí giá vốn
2024.01,Vật liệu Thanh Ngọc T12/23,Tiền vật liệu,32.865.000,Biến phí,Chi phí giá vốn
2024.01,khis cụ t1/24,Tiền vật liệu,12.600.000,Biến phí,Chi phí giá vốn
2024.01,Thưởng cuối năm,Quỹ thưởng tổng cuối năm,7.237.269,Định phí,Chi phí khác
2024.01,lễ tất niên,Quỹ thưởng tổng cuối năm,11.111.111,Định phí,Chi phí khác
2024.01,Tài sản,Mua sắm tài sản,0,Chi phí khác,Chi phí khác
2024.02,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.02,Hành chính chung,Mua đồ hành chính,37.180.335,Biến phí,Chi phí hành chính
2024.02,675 gth 1681,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.02,"hộp quà+túi Teennie, in logo dán hộp quà+hình nghẹ sĩ, in bằng tốt nghiêph",Marketing chạy Quảng cáo,1.780.000,Biến phí,Chi phí bán hàng
2024.02,Hạt điều tặng khách+tiền nem+tiền ship quà+thịt rừng tặng sếp,Marketing chạy Quảng cáo,6.686.666,Biến phí,Chi phí bán hàng
2024.02,khách xem phong thuỷ,Marketing chạy Quảng cáo,5.416.667,Biến phí,Chi phí bán hàng
2024.02,phí cà thẻ T2,Phí cà thẻ,2.637.676,Biến phí,Chi phí bán hàng
2024.02,nạp qc,Marketing chạy Quảng cáo,175.000.000,Biến phí,Chi phí bán hàng
2024.02,SEO web,Marketing chạy Quảng cáo,11.000.000,Biến phí,Chi phí bán hàng
2024.02,Số 5 kỳ Đồng ,Chi phí Mặt bằng,92.100.000,Định phí,Chi phí QLDN
2024.02,Điện kỳ đồng,Điện + Nước,17.658.693,Định phí,Chi phí hành chính
2024.02,Nước kỳ đồng T1,Điện + Nước,1.361.676,Định phí,Chi phí hành chính
2024.02,BH NV( 7.045.080 ),Bảo hiểm,21.470.720,Định phí,Chi phí QLDN
2024.02,bằng BS Huân,Thuê bằng,22.000.000,Định phí,Chi phí QLDN
2024.02,thuê vp,Chi phí Mặt bằng,7.867.333,Định phí,Chi phí QLDN
2024.02,wf,Mua đồ hành chính,715.000,Biến phí,Chi phí hành chính
2024.02,Nước kỳ đồng T2,Điện + Nước,1.462.765,Định phí,Chi phí hành chính
2024.02,"(đô thị 2, TCAP 1, PCA 1, giao thông2)",Mua đồ hành chính,5.700.000,Biến phí,Chi phí hành chính
2024.02,"Cho thuế hàng tháng (t1,2,3)",Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2024.02,lương bs,Lương,99.597.895,Định phí,Chi phí QLDN
2024.02,%bs,KPI,262.272.235,Biến phí,Chi phí bán hàng
2024.02,lương nv,Lương,202.157.609,Định phí,Chi phí QLDN
2024.02,% nv,KPI,40.929.313,Biến phí,Chi phí bán hàng
2024.02,vít chỉnh nha,Tiền vật liệu,15.000.000,Biến phí,Chi phí giá vốn
2024.02,vật tư Teennie,Tiền vật liệu,5.176.000,Biến phí,Chi phí giá vốn
2024.02,lò xo,Tiền vật liệu,880.000,Biến phí,Chi phí giá vốn
2024.02,100 tặng 20b mắc cài,Tiền vật liệu,36.750.000,Biến phí,Chi phí giá vốn
2024.02,nhựa hàm duy trì,Tiền vật liệu,965.000,Biến phí,Chi phí giá vốn
2024.02,khay tinh chỉnh,Tiền vật liệu,405.000,Biến phí,Chi phí giá vốn
2024.02,Thanh Ngọc T1,Tiền vật liệu,28.635.000,Biến phí,Chi phí giá vốn
2024.02,mua máy in+ổ cứng,Mua sắm tài sản,5.511.667,Chi phí khác,Chi phí khác
2024.02,mua xe đẩy,Mua sắm tài sản,1.650.000,Chi phí khác,Chi phí khác
2024.02,Trích quỹ tất niên,Quỹ thưởng tổng cuối năm,11.111.111,Định phí,Chi phí khác
2024.02,anh Quang và anh Hiền đi học,Tiền thưởng nóng + liên hoan,4.000.000,Định phí,Chi phí khác
2024.03,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.03,Hành chính chung,Mua đồ hành chính,38.806.066,Biến phí,Chi phí hành chính
2024.03,nón bh mẫu,Marketing chạy Quảng cáo,88.000,Biến phí,Chi phí bán hàng
2024.03,MTN,Marketing chạy Quảng cáo,34.727.000,Biến phí,Chi phí bán hàng
2024.03,hh Teennie (11 khách),Marketing chạy Quảng cáo,11.000.000,Biến phí,Chi phí bán hàng
2024.03,"Thuê phần mền t3,4,5",Mua đồ hành chính,12.000.000,Biến phí,Chi phí hành chính
2024.03,giấy in phim,Marketing chạy Quảng cáo,1.400.000,Biến phí,Chi phí bán hàng
2024.03,tiền sở hữu trí tuệ,Mua đồ hành chính,2.750.000,Biến phí,Chi phí hành chính
2024.03,hh khách,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.03,1148 gth 1849,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.03,20 dép khách,Marketing chạy Quảng cáo,266.667,Biến phí,Chi phí bán hàng
2024.03,gương phòng điều trị,Mua đồ hành chính,337.667,Biến phí,Chi phí hành chính
2024.03,hh khách,Marketing chạy Quảng cáo,3.000.000,Biến phí,Chi phí bán hàng
2024.03,KH xem PT,Marketing chạy Quảng cáo,9.166.667,Biến phí,Chi phí bán hàng
2024.03,Phí cà thẻ,Mua đồ hành chính,3.616.225,Biến phí,Chi phí hành chính
2024.03,1373 gth 1752,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.03,Qc tee,Marketing chạy Quảng cáo,265.000.000,Biến phí,Chi phí bán hàng
2024.03,combo quà tặng,Marketing chạy Quảng cáo,24.000.000,Biến phí,Chi phí bán hàng
2024.03,Seo web,Marketing chạy Quảng cáo,11.000.000,Biến phí,Chi phí bán hàng
2024.03,phí thường niên,Marketing chạy Quảng cáo,200.000,Biến phí,Chi phí bán hàng
2024.03,làm 2000 dây đeo bảng tên,Mua đồ hành chính,27.000.000,Biến phí,Chi phí hành chính
2024.03,này chi phí theo chiến dịch(18/03),Marketing chạy Quảng cáo,7.000.000,Biến phí,Chi phí bán hàng
2024.03,Booking bài,Marketing chạy Quảng cáo,29.750.000,Biến phí,Chi phí bán hàng
2024.03,Toi uu web Teennie - Backlink Teennie,Marketing chạy Quảng cáo,20.250.000,Biến phí,Chi phí bán hàng
2024.03,làm mẫu đeo cổ test,Marketing chạy Quảng cáo,440.000,Biến phí,Chi phí bán hàng
2024.03,Cọc làm balo,Marketing chạy Quảng cáo,20.000.000,Biến phí,Chi phí bán hàng
2024.03,in tờ rơi đi trường,Marketing chạy Quảng cáo,5.500.000,Biến phí,Chi phí bán hàng
2024.03,"chi phí đi trường(ăn uống, xăng xe)",Marketing chạy Quảng cáo,2.687.000,Biến phí,Chi phí bán hàng
2024.03,Số 5 kỳ Đồng ,Chi phí Mặt bằng,93.075.000,Định phí,Chi phí QLDN
2024.03,Điện kỳ đồng,Điện + Nước,11.278.773,Định phí,Chi phí hành chính
2024.03,Nước kỳ đồng 06/02-08/03,Điện + Nước,1.116.333,Định phí,Chi phí hành chính
2024.03,"BH NV(7,045,080)",Bảo hiểm,21.470.720,Định phí,Chi phí QLDN
2024.03,bằng BS Huân,Thuê bằng,22.000.000,Định phí,Chi phí QLDN
2024.03,thuê vp,Chi phí Mặt bằng,7.603.667,Định phí,Chi phí QLDN
2024.03,wf,Mua đồ hành chính,715.000,Biến phí,Chi phí hành chính
2024.03,"Cho hàng tháng mục số 1,2",Mua đồ hành chính,5.033.333,Biến phí,Chi phí hành chính
2024.03,tiền bãi xe nv,Mua đồ hành chính,2.216.667,Biến phí,Chi phí hành chính
2024.03,lương bs,Lương,181.831.350,Định phí,Chi phí QLDN
2024.03,% bs,KPI,611.116.610,Biến phí,Chi phí bán hàng
2024.03,lương bp khác,Lương,228.817.043,Định phí,Chi phí QLDN
2024.03,% các bp khác,KPI,112.592.325,Biến phí,Chi phí bán hàng
2024.03,hux nhựa+kdr+túi zip Teennie,Tiền vật liệu,210.000,Biến phí,Chi phí giá vốn
2024.03,bao tay rửa dụng cụ,Tiền vật liệu,33.333,Biến phí,Chi phí giá vốn
2024.03,"Mắc cài răng 6,7, torque chỉnh, dây cung, lò xo, button đế tròn",Tiền vật liệu,14.490.000,Biến phí,Chi phí giá vốn
2024.03,keo gắn mc,Tiền vật liệu,7.341.000,Biến phí,Chi phí giá vốn
2024.03,"Dây cung+thun, mc kim loại (14tr)",Tiền vật liệu,53.582.000,Biến phí,Chi phí giá vốn
2024.03,bàn chải kẽ,Tiền vật liệu,493.000,Biến phí,Chi phí giá vốn
2024.03,vật tư Thanh Ngọc T2/24,Tiền vật liệu,11.373.000,Biến phí,Chi phí giá vốn
2024.03,bàn chải kẽ,Tiền vật liệu,295.000,Biến phí,Chi phí giá vốn
2024.03,thun chuỗi,Tiền vật liệu,10.000.000,Biến phí,Chi phí giá vốn
2024.03,gương chụp trong miệng Teennie,Mua sắm tài sản,2.400.000,Chi phí khác,Chi phí khác
2024.03,tủ nhỏ phòng tư vấn đựng mẫu hàm teennue,Mua sắm tài sản,530.000,Chi phí khác,Chi phí khác
2024.03,lắp camera bên ngoài,Mua sắm tài sản,1.994.667,Chi phí khác,Chi phí khác
2024.03,đèn chụp trong miệng tee,Mua sắm tài sản,1.500.000,Chi phí khác,Chi phí khác
2024.03,ghế sopha quay pv,Mua sắm tài sản,1.200.000,Chi phí khác,Chi phí khác
2024.03,mua laptop cho telesale,Mua sắm tài sản,5.333.333,Chi phí khác,Chi phí khác
2024.03,bộ đàm tai nghe,Mua sắm tài sản,950.000,Chi phí khác,Chi phí khác
2024.03,mua ghế phòng C Phượng,Mua sắm tài sản,1.000.000,Chi phí khác,Chi phí khác
2024.03,banh miệng Tee,Mua sắm tài sản,190.000,Chi phí khác,Chi phí khác
2024.03,chuột máy tính media,Mua sắm tài sản,237.000,Chi phí khác,Chi phí khác
2024.03,gimbal media,Mua sắm tài sản,1.590.000,Chi phí khác,Chi phí khác
2024.03,mua dù bự che nắng,Mua sắm tài sản,666.667,Chi phí khác,Chi phí khác
2024.03,kệ đựng mẫu răng sứ,Mua sắm tài sản,525.000,Chi phí khác,Chi phí khác
2024.03,Trích thưởng nhân viên cuối năm,Quỹ thưởng tổng cuối năm,1.220.043,Định phí,Chi phí khác
2024.03,Trích quỹ tất niên,Quỹ thưởng tổng cuối năm,10.000.000,Định phí,Chi phí khác
2024.03,Trích quỹ đào tạo,Đào tạo,3.666.667,Chi phí khác,Chi phí khác
2024.03,Quỹ Team buiding,Tiền thưởng nóng + liên hoan,10.000.000,Định phí,Chi phí khác
2024.04,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.04,Hành chính chung,Mua đồ hành chính,47.810.002,Biến phí,Chi phí hành chính
2024.04,đi trường,Mua đồ hành chính,1.802.000,Biến phí,Chi phí hành chính
2024.04,gth khách 1740 Teennie,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.04,898 gth 1873,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.04,tiền checkin,Marketing chạy Quảng cáo,200.000,Biến phí,Chi phí bán hàng
2024.04,tên miền teennie,Mua đồ hành chính,1.615.300,Biến phí,Chi phí hành chính
2024.04,"1713 gth 1714, 545 gth 1913, 900 gth 1850",Marketing chạy Quảng cáo,3.000.000,Biến phí,Chi phí bán hàng
2024.04,thuế môn bài,Mua đồ hành chính,3.020.000,Biến phí,Chi phí hành chính
2024.04,hh teennie,Marketing chạy Quảng cáo,2.000.000,Biến phí,Chi phí bán hàng
2024.04,329 gth 951 chính sách cũ ng gth đc 2tr hh,Marketing chạy Quảng cáo,2.000.000,Biến phí,Chi phí bán hàng
2024.04,balo tặng khách,Marketing chạy Quảng cáo,20.000.000,Biến phí,Chi phí bán hàng
2024.04,thuê 1office 1 năm,Mua đồ hành chính,14.400.000,Biến phí,Chi phí hành chính
2024.04,hh khách Teennie,Marketing chạy Quảng cáo,8.000.000,Biến phí,Chi phí bán hàng
2024.04,hh khách Teennie,Marketing chạy Quảng cáo,4.000.000,Biến phí,Chi phí bán hàng
2024.04,phí cà thẻ T4,Mua đồ hành chính,3.056.805,Biến phí,Chi phí hành chính
2024.04,khách xem PT,Marketing chạy Quảng cáo,5.000.000,Biến phí,Chi phí bán hàng
2024.04,NẠP QC FB,Marketing chạy Quảng cáo,253.000.000,Biến phí,Chi phí bán hàng
2024.04,Seeding Teennie final,Marketing chạy Quảng cáo,8.000.000,Biến phí,Chi phí bán hàng
2024.04,Seo web,Marketing chạy Quảng cáo,11.000.000,Biến phí,Chi phí bán hàng
2024.04,mua VPS cho 3 Website: San - Teennie - Implant,Marketing chạy Quảng cáo,2.314.400,Biến phí,Chi phí bán hàng
2024.04,đi trường mkt,Marketing chạy Quảng cáo,500.000,Biến phí,Chi phí bán hàng
2024.04,Số 5 kỳ Đồng ,Chi phí Mặt bằng,93.600.000,Định phí,Chi phí QLDN
2024.04,Điện kỳ đồng,Điện + Nước,21.505.000,Định phí,Chi phí hành chính
2024.04,Nước kỳ đồng ,Điện + Nước,1.613.000,Định phí,Chi phí hành chính
2024.04,BH NV,Bảo hiểm,23.390.720,Định phí,Chi phí QLDN
2024.04,bằng BS Huân,Thuê bằng,22.000.000,Định phí,Chi phí QLDN
2024.04,thuê vp,Chi phí Mặt bằng,8.028.333,Định phí,Chi phí QLDN
2024.04,wf,Mua đồ hành chính,715.000,Biến phí,Chi phí hành chính
2024.04,"Tiền Cho quận, phường hàng tháng ",Mua đồ hành chính,6.033.333,Biến phí,Chi phí hành chính
2024.04,pccc,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2024.04,"Thuê bằng điều dưỡng t4,5,6",Thuê bằng,9.000.000,Định phí,Chi phí QLDN
2024.04,tiền bãi xe nv,Mua đồ hành chính,2.334.000,Biến phí,Chi phí hành chính
2024.04,lương 4cđ,Lương,37.500.000,Định phí,Chi phí QLDN
2024.04,Lương bs,Lương,127.302.279,Định phí,Chi phí QLDN
2024.04,% bs,KPI,464.008.898,Biến phí,Chi phí bán hàng
2024.04,lương nv,Lương,245.282.854,Định phí,Chi phí QLDN
2024.04,% các bp khác,KPI,67.713.592,Biến phí,Chi phí bán hàng
2024.04,mũi đốt nướu,Tiền vật liệu,1.100.000,Biến phí,Chi phí giá vốn
2024.04,"vật liệu teennie(tuýt, mrc6, sáp)",Tiền vật liệu,3.564.000,Biến phí,Chi phí giá vốn
2024.04,keo gắn mc,Tiền vật liệu,9.280.000,Biến phí,Chi phí giá vốn
2024.04,bàn chải kẽ,Tiền vật liệu,1.115.000,Biến phí,Chi phí giá vốn
2024.04,bộ đồ khám KH,Tiền vật liệu,3.720.000,Biến phí,Chi phí giá vốn
2024.04,mắc cài,Tiền vật liệu,35.000.000,Biến phí,Chi phí giá vốn
2024.04,"Vật Tư Teennie(button, mc răng 6,7, lò xo, sáp nk)",Tiền vật liệu,14.100.000,Biến phí,Chi phí giá vốn
2024.04,mua khâu T2+3,Tiền vật liệu,8.562.000,Biến phí,Chi phí giá vốn
2024.04,công nợ Thanh ngọc T3,Tiền vật liệu,20.983.500,Biến phí,Chi phí giá vốn
2024.04,thun liên hàm,Tiền vật liệu,4.280.000,Biến phí,Chi phí giá vốn
2024.04,thuốc chống sốc,Tiền vật liệu,1.658.333,Biến phí,Chi phí giá vốn
2024.04,hộp nhựa đựng đồ PT,Tiền vật liệu,183.333,Biến phí,Chi phí giá vốn
2024.04,khí cụ T2+3+4,Tiền vật liệu,55.600.000,Biến phí,Chi phí giá vốn
2024.04,bàn phím máy tính cho sale Teennie,Mua sắm tài sản,165.000,Chi phí khác,Chi phí khác
2024.04,d.hồ treo tường tee,Mua sắm tài sản,316.000,Chi phí khác,Chi phí khác
2024.04,bể phong thuỷ trong phòng telesales,Mua sắm tài sản,1.233.333,Chi phí khác,Chi phí khác
2024.04,ghế,Mua sắm tài sản,500.000,Chi phí khác,Chi phí khác
2024.04,lấy tủ looker nhân viên,Mua sắm tài sản,1.950.000,Chi phí khác,Chi phí khác
2024.04,Trích quỹ tất niên,Quỹ thưởng tổng cuối năm,10.000.000,Định phí,Chi phí khác
2024.04,Team building,Tiền thưởng nóng + liên hoan,10.000.000,Định phí,Chi phí khác
2024.05,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.05,Hh KH,Marketing chạy Quảng cáo,3.000.000,Biến phí,Chi phí bán hàng
2024.05,làm giấy tờ huỷ hộ kinh doanh cá thể,Hành chính MKT,550.000,Biến phí,Chi phí bán hàng
2024.05,hh khách,Marketing chạy Quảng cáo,2.000.000,Biến phí,Chi phí bán hàng
2024.05,phí bản quyền HDDT 2024,Hành chính MKT,500.000,Biến phí,Chi phí bán hàng
2024.05,đựng mẫu hàm,Mua đồ hành chính,553.000,Biến phí,Chi phí hành chính
2024.05,Hh khách,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.05,Tăm nước tặng khacha,Marketing chạy Quảng cáo,34.727.000,Biến phí,Chi phí bán hàng
2024.05,khảo sát nk khác,Mua đồ hành chính,506.667,Biến phí,Chi phí hành chính
2024.05,Hh khách,Marketing chạy Quảng cáo,3.000.000,Biến phí,Chi phí bán hàng
2024.05,"Cọc 70% làm lại đăng ký quyền tác giả của San và Teennie qua địa chỉ mới, logo mới",Hành chính MKT,2.800.000,Biến phí,Chi phí bán hàng
2024.05,khách xem PT,Tiếp khách,5.383.333,Định phí,Chi phí hành chính
2024.05,phí cà thẻ,Phí cà thẻ,4.391.374,Biến phí,Chi phí bán hàng
2024.05,Qc tee,Marketing chạy Quảng cáo,255.000.000,Biến phí,Chi phí bán hàng
2024.05,Nạp thẻ chạy qc trên tiktok,Marketing chạy Quảng cáo,7.900.000,Biến phí,Chi phí bán hàng
2024.05,Seo web,Marketing chạy Quảng cáo,11.000.000,Biến phí,Chi phí bán hàng
2024.05,đặt 100 ba lô,Marketing chạy Quảng cáo,20.000.000,Biến phí,Chi phí bán hàng
2024.05,chi phí đi trường HUtech+Nguyễn trãi cho anh Huỳnh Phương,Marketing chạy Quảng cáo,10.000.000,Biến phí,Chi phí bán hàng
2024.05,làm nón,Marketing chạy Quảng cáo,18.910.000,Biến phí,Chi phí bán hàng
2024.05,Khung tranh tặng khách,Marketing chạy Quảng cáo,1.083.333,Biến phí,Chi phí bán hàng
2024.05,San Dental Group in 600 the nhe,Marketing chạy Quảng cáo,1.333.333,Biến phí,Chi phí bán hàng
2024.05,cp đi trường NGuyễn Hữu Thọ cho anh NKH,Marketing chạy Quảng cáo,5.000.000,Biến phí,Chi phí bán hàng
2024.05,Chi trường hutech,Marketing chạy Quảng cáo,6.666.667,Biến phí,Chi phí bán hàng
2024.05,Tt hd mono,Marketing chạy Quảng cáo,2.110.000,Biến phí,Chi phí bán hàng
2024.05,Tt pancake,Marketing chạy Quảng cáo,726.667,Biến phí,Chi phí bán hàng
2024.05,tt cty truyền thông đi trường Sàigonista,Marketing chạy Quảng cáo,14.562.000,Biến phí,Chi phí bán hàng
2024.05,thuê xe đi trường,Marketing chạy Quảng cáo,1.000.000,Biến phí,Chi phí bán hàng
2024.05,mua mước cho nv đi trường,Marketing chạy Quảng cáo,410.000,Biến phí,Chi phí bán hàng
2024.05,gia hạn tên miền,Marketing chạy Quảng cáo,3.638.750,Biến phí,Chi phí bán hàng
2024.05,dán qc trên xe Đất Việt,Marketing chạy Quảng cáo,480.000,Biến phí,Chi phí bán hàng
2024.05,Gói SEO Băng Tâm,Marketing chạy Quảng cáo,13.750.000,Biến phí,Chi phí bán hàng
2024.05,đi trường UEF,Marketing chạy Quảng cáo,7.666.667,Biến phí,Chi phí bán hàng
2024.05,Chi phí đi trg UEF cho a Luật,Marketing chạy Quảng cáo,5.000.000,Biến phí,Chi phí bán hàng
2024.05,In thẻ đi trường,Marketing chạy Quảng cáo,498.333,Biến phí,Chi phí bán hàng
2024.05,Cọc dây đeo đi trg,Marketing chạy Quảng cáo,13.500.000,Biến phí,Chi phí bán hàng
2024.05,Mua loa đi trường,Marketing chạy Quảng cáo,7.200.000,Biến phí,Chi phí bán hàng
2024.05,Seeding điều hướng nói xấu nha khoa,Marketing chạy Quảng cáo,2.300.000,Biến phí,Chi phí bán hàng
2024.05,Hỗ trợ nhân sự đi trường + ĂN uống,Marketing chạy Quảng cáo,7.200.000,Biến phí,Chi phí bán hàng
2024.05,Teennie - Thegioiimplantcom(Huy quần hoa),Marketing chạy Quảng cáo,22.500.000,Biến phí,Chi phí bán hàng
2024.05,in voucher đi trường,Marketing chạy Quảng cáo,3.113.000,Biến phí,Chi phí bán hàng
2024.05,in brochure Teennie,Marketing chạy Quảng cáo,9.600.000,Biến phí,Chi phí bán hàng
2024.05,in voucher đi trường+đất việt,Marketing chạy Quảng cáo,2.400.000,Biến phí,Chi phí bán hàng
2024.05,in hình nghệ sĩ đi trường,Marketing chạy Quảng cáo,450.000,Biến phí,Chi phí bán hàng
2024.05,thuê rèm setup kí kết Đất Việt,Marketing chạy Quảng cáo,356.000,Biến phí,Chi phí bán hàng
2024.05,backcrop Đất Việt để phòng họp kí kết,Marketing chạy Quảng cáo,3.800.000,Biến phí,Chi phí bán hàng
2024.05,standy đi trường,Marketing chạy Quảng cáo,700.000,Biến phí,Chi phí bán hàng
2024.05,Số 5 kỳ Đồng,Chi phí Mặt bằng,95.452.500,Định phí,Chi phí QLDN
2024.05,Điện kỳ đồng,Điện + Nước,19.273.323,Định phí,Chi phí hành chính
2024.05,Nước kỳ đồng,Điện + Nước,1.537.741,Định phí,Chi phí hành chính
2024.05,BH NV,Bảo hiểm,21.788.160,Định phí,Chi phí QLDN
2024.05,bằng BS Huân,Thuê bằng,22.000.000,Định phí,Chi phí QLDN
2024.05,thuê vp,Chi phí Mặt bằng,8.017.333,Định phí,Chi phí QLDN
2024.05,wf,Mua đồ hành chính,715.000,Biến phí,Chi phí hành chính
2024.05,Cho hàng tháng,Mua đồ hành chính,5.700.000,Biến phí,Chi phí hành chính
2024.05,Tiền xe nv,Tiền thuê xe,2.479.333,Định phí,Chi phí hành chính
2024.05,lương 4cđ,Lương,37.500.000,Định phí,Chi phí QLDN
2024.05,lương bs,Lương,120.419.142,Định phí,Chi phí QLDN
2024.05,% bs nhận,KPI,418.017.273,Biến phí,Chi phí bán hàng
2024.05,lương bp khác,Lương,286.484.704,Định phí,Chi phí QLDN
2024.05,% các bp khác nhận,KPI,73.749.518,Biến phí,Chi phí bán hàng
2024.05,mua thun chuỗi của teennie,Tiền vật liệu,2.670.000,Biến phí,Chi phí giá vốn
2024.05,vít chỉnh nha,Tiền vật liệu,13.500.000,Biến phí,Chi phí giá vốn
2024.05,nhận dây cung Teennie,Tiền vật liệu,3.600.000,Biến phí,Chi phí giá vốn
2024.05,Thanh Ngọc,Tiền vật liệu,27.725.000,Biến phí,Chi phí giá vốn
2024.05,Công nợ khâu 3D,Tiền vật liệu,21.857.200,Biến phí,Chi phí giá vốn
2024.05,Công nợ Morelli t4,Tiền vật liệu,48.239.500,Biến phí,Chi phí giá vốn
2024.05,Thun AO,Tiền vật liệu,4.320.000,Biến phí,Chi phí giá vốn
2024.05,Thun,Tiền vật liệu,5.170.000,Biến phí,Chi phí giá vốn
2024.05,khí cụ,Tiền vật liệu,15.300.000,Biến phí,Chi phí giá vốn
2024.05,mua bộ đàm,Mua sắm tài sản,2.450.000,Chi phí khác,Chi phí khác
2024.05,xe đẩy Teennie,Mua sắm tài sản,3.000.000,Chi phí khác,Chi phí khác
2024.05,quạt phòng vô trùng,Mua sắm tài sản,250.000,Chi phí khác,Chi phí khác
2024.05,Mua mây tính cho mkt,Mua sắm tài sản,10.390.000,Chi phí khác,Chi phí khác
2024.05,lắp kệ TV phòng họp,Mua sắm tài sản,1.350.000,Chi phí khác,Chi phí khác
2024.05,Trích quỹ tất niên,Quỹ thưởng tổng cuối năm,10.000.000,Định phí,Chi phí khác
2024.05,đào tạo sale (anh Quý),Đào tạo,6.666.667,Chi phí khác,Chi phí khác
2024.05,Team building,Tiền thưởng nóng + liên hoan,10.000.000,Định phí,Chi phí khác
2024.05,Hành chính chung,Mua đồ hành chính,63.190.337,Biến phí,Chi phí hành chính
2024.06,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.06,Hành chính chung,Mua đồ hành chính,87.057.333,Biến phí,Chi phí hành chính
2024.06,Tiền xe nv,Tiền thuê xe,2.766.000,Định phí,Chi phí hành chính
2024.06,setup phòng họp và phòng telesale,Hành chính MKT,1.735.920,Biến phí,Chi phí bán hàng
2024.06,phi sms tk cá nhân cty,Hành chính MKT,253.587,Biến phí,Chi phí bán hàng
2024.06,Cọc 3 web(3 cty) đăng kí bộ công thương,Hành chính MKT,1.500.000,Biến phí,Chi phí bán hàng
2024.06,khảo sát thị trường,Hành chính MKT,800.000,Biến phí,Chi phí bán hàng
2024.06,đồ ăn nv đi trường hutech,Hành chính MKT,692.000,Biến phí,Chi phí bán hàng
2024.06,Chi tiền nước đi trường 14/5,Hành chính MKT,315.000,Biến phí,Chi phí bán hàng
2024.06,KH gth,Hành chính MKT,9.000.000,Biến phí,Chi phí bán hàng
2024.06,Giấy viết thư KH tháo niềng Teennie,Hành chính MKT,120.000,Biến phí,Chi phí bán hàng
2024.06,phí cà thẻ,Phí cà thẻ,4.408.470,Biến phí,Chi phí bán hàng
2024.06,qc tee,Marketing chạy Quảng cáo,310.000.000,Biến phí,Chi phí bán hàng
2024.06,Qc tiktok,Marketing chạy Quảng cáo,13.600.000,Biến phí,Chi phí bán hàng
2024.06,"Đồ livetream(cáp chuyển, adapter",Marketing chạy Quảng cáo,479.000,Biến phí,Chi phí bán hàng
2024.06,Thiết bị đi trường(thiết bị phát wifi+sim+băng keo+ổ điện),Marketing chạy Quảng cáo,1.865.000,Biến phí,Chi phí bán hàng
2024.06,KOL A Luật đi trường Hoa Sen,Marketing chạy Quảng cáo,5.000.000,Biến phí,Chi phí bán hàng
