THÁNG,NỘI DUNG CHI,PHÂN LOẠI,SỐ TIỀN,DÒNG TIỀN,TÀI CHÍNH
2025.05,vật tư Thanh Ngọc,Tiền vật liệu,12.984.000,Biến phí,Chi phí giá vốn
2025.05,Tiền màng,Tiền vật liệu,7.200.000,Biến phí,Chi phí giá vốn
2025.05,xương zimmer,Tiền vật liệu,6.815.000,Biến phí,Chi phí giá vốn
2025.05,phôi Anthogyr,Tiền vật liệu,1.572.000,Biến phí,Chi phí giá vốn
2025.05,mua cây cào xương,Tiền vật liệu,25.335.104,Biến phí,Chi phí giá vốn
2025.05,4impl zygoma ca Ngọc Cẩm,Tiền vật liệu,62.808.000,Biến phí,Chi phí giá vốn
2025.05,LAbo,Tiền Lab,121.350.000,Biến phí,Chi phí giá vốn
2025.05,Labo,Tiền Lab,5.830.000,Biến phí,Chi phí giá vốn
2025.05,Quỹ thưởng,Quỹ thưởng tổng cuối năm,100.000.000,Định phí,Chi phí khác
2025.05,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2025.05,Mua sắm tài sản,Mua sắm tài sản,1.233.333,Chi phí khác,Chi phí khác
2025.05,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,7.848.333,Định phí,Chi phí khác
2025.05,Giới thiệu nhân sự,Hoa hồng giới thiệu,0,Biến phí,Chi phí bán hàng
2025.05,đào tạo nhân sự,Đào tạo,9.828.000,Chi phí khác,Chi phí khác
2025.06,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2025.06,Lương,Lương,496.226.943,Định phí,Chi phí QLDN
2025.06,Chi phí MB,Chi phí Mặt bằng,117.945.000,Định phí,Chi phí QLDN
2025.06,Bảo hiểm,Bảo hiểm,38.223.360,Định phí,Chi phí QLDN
2025.06,Thuê bằng bs+bằng y tá,Thuê bằng,18.000.000,Định phí,Chi phí QLDN
2025.06,"chi phí cho quận, phường",Mua đồ hành chính,15.333.333,Biến phí,Chi phí hành chính
2025.06,công nợ SIC,Tiền vật liệu,28.940.000,Biến phí,Chi phí giá vốn
2025.06,nhận mũi NR8 +dung dịch ngâm dụng cụ,Tiền vật liệu,10.030.000,Biến phí,Chi phí giá vốn
2025.06,Nước rửa tay PT + nước sát khuẩn tay PT + dây UC + kim luồn + thuốc giảm đau+vật tư,Tiền vật liệu,36.459.000,Biến phí,Chi phí giá vốn
2025.06,Nhận Cone OBT+Mũi mài xương+bóng tia cực tím+MTA BOT - TGIP,Tiền vật liệu,24.620.000,Biến phí,Chi phí giá vốn
2025.06,"xnm,chụp flim KH",Tiền vật liệu,11.365.000,Biến phí,Chi phí giá vốn
2025.06,thuốc giảm đau+thuốc tê,Tiền vật liệu,8.093.667,Biến phí,Chi phí giá vốn
2025.06,hd ostem,Tiền vật liệu,10.000.000,Biến phí,Chi phí giá vốn
2025.06,kin,Tiền vật liệu,6.400.000,Biến phí,Chi phí giá vốn
2025.06,Xương zimmer,Tiền vật liệu,18.713.000,Biến phí,Chi phí giá vốn
2025.06,phụ kiện biotem,Tiền vật liệu,2.400.000,Biến phí,Chi phí giá vốn
2025.06,lab Vũ,Tiền Lab,234.690.000,Biến phí,Chi phí giá vốn
2025.06,lab Thịnh,Tiền Lab,22.300.000,Biến phí,Chi phí giá vốn
2025.06,Quỹ thưởng,Quỹ thưởng tổng cuối năm,100.000.000,Định phí,Chi phí khác
2025.06,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2025.06,Mua sắm tài sản,Mua sắm tài sản,116.683.334,Chi phí khác,Chi phí khác
2025.06,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,4.600.000,Định phí,Chi phí khác
2025.06,Giới thiệu nhân sự,Hoa hồng giới thiệu,0,Biến phí,Chi phí bán hàng
2025.06,đào tạo nhân sự,Đào tạo,10.166.666,Chi phí khác,Chi phí khác
2025.06,MKT chạy quảng cáo,Marketing chạy Quảng cáo,150.000.000,Biến phí,Chi phí bán hàng
2025.06,"Cp sửa chữa, bảo trì",Sửa chữa,19.851.669,Định phí,Chi phí hành chính
2025.06,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2025.06,Thưởng gián tiếp,Quỹ thưởng gián tiếp,12.502.918,Biến phí,Chi phí bán hàng
2025.06,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2025.06,Hành chính MKT,Hành chính MKT,16.223.334,Biến phí,Chi phí bán hàng
2025.06,Hoa hòng gth,Hoa hồng giới thiệu,10.209.500,Biến phí,Chi phí bán hàng
2025.06,TikTok,Tiktok,22.000.000,Biến phí,Chi phí bán hàng
2025.06,SEO,SEO,0,Biến phí,Chi phí bán hàng
2025.06,% của NV,KPI,314.221.874,Biến phí,Chi phí bán hàng
2025.06,Phí cà thẻ,Phí cà thẻ,10.765.658,Biến phí,Chi phí bán hàng
2025.06,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,15.281.466,Định phí,Chi phí hành chính
2025.06,Mua đồ hành chính,Mua đồ hành chính,17.002.668,Biến phí,Chi phí hành chính
2025.06,Tiền thuê xe+phí về xe,Tiền thuê xe,22.622.500,Định phí,Chi phí hành chính
2025.06,bãi xe cty+bãi xe nv,Mua đồ hành chính,4.863.333,Biến phí,Chi phí hành chính
2025.06,điện+nước+wf,Điện + Nước,22.709.164,Định phí,Chi phí hành chính
2025.06,Cp tiếp khách,Tiếp khách,23.846.632,Định phí,Chi phí hành chính
2025.06,tặng phẩm khách,Tặng phẩm khách,15.125.000,Biến phí,Chi phí bán hàng
2025.07,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2025.07,Mua đồ hành chính,Mua đồ hành chính,22.848.672,Biến phí,Chi phí hành chính
2025.07,Tiền thuê xe+phí về xe,Tiền thuê xe,22.274.500,Định phí,Chi phí hành chính
2025.07,bãi xe cty+bãi xe nv,Mua đồ hành chính,5.286.667,Biến phí,Chi phí hành chính
2025.07,điện+nước+wf,Điện + Nước,23.540.712,Định phí,Chi phí hành chính
2025.07,Cp tiếp khách,Tiếp khách,18.466.000,Định phí,Chi phí hành chính
2025.07,tặng phẩm khách,Tặng phẩm khách,4.658.000,Biến phí,Chi phí bán hàng
2025.07,MKT chạy quảng cáo,Marketing chạy Quảng cáo,155.000.000,Biến phí,Chi phí bán hàng
2025.07,"Cp sửa chữa, bảo trì",Sửa chữa,10.936.001,Định phí,Chi phí hành chính
2025.07,Cộng tác viên,Cộng tác viên,,Biến phí,Chi phí bán hàng
2025.07,Thưởng gián tiếp,Quỹ thưởng gián tiếp,11.782.443,Biến phí,Chi phí bán hàng
2025.07,Đi trường,Đi trường,,Định phí,Chi phí bán hàng
2025.07,Hành chính MKT,Hành chính MKT,11.602.667,Biến phí,Chi phí bán hàng
2025.07,Hoa hòng gth,Hoa hồng giới thiệu,12.490.000,Biến phí,Chi phí bán hàng
2025.07,TikTok,Tiktok,25.596.000,Biến phí,Chi phí bán hàng
2025.07,SEO,SEO,,Biến phí,Chi phí bán hàng
2025.07,% của NV,KPI,236.858.825,Biến phí,Chi phí bán hàng
2025.07,Phí cà thẻ,Phí cà thẻ,2.807.314,Biến phí,Chi phí bán hàng
2025.07,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,13.341.000,Định phí,Chi phí hành chính
2025.07,Lương,Lương,504.591.563,Định phí,Chi phí QLDN
2025.07,Chi phí MB,Chi phí Mặt bằng,121.861.667,Định phí,Chi phí QLDN
2025.07,Bảo hiểm,Bảo hiểm,38.329.173,Định phí,Chi phí QLDN
2025.07,Thuê bằng bs+bằng y tá,Thuê bằng,18.000.000,Định phí,Chi phí QLDN
2025.07,"chi phí cho quận, phường",Mua đồ hành chính,10.333.333,Biến phí,Chi phí hành chính
2025.07,Medipac tgip,Tiền vật liệu,57.834.000,Biến phí,Chi phí giá vốn
2025.07,"Vật liệu TGIP, thuốc giảm đau, đồ nội nha",Tiền vật liệu,5.504.750,Biến phí,Chi phí giá vốn
2025.07,mua  phôi trụ Mis,Tiền vật liệu,22.054.150,Biến phí,Chi phí giá vốn
2025.07,"Mũi khoan tgip, copping, đồ lấy dấu IP, chỉ khâu TGIP,bộ trám",Tiền vật liệu,10.000.000,Biến phí,Chi phí giá vốn
2025.07,lab Vũ,Tiền Lab,125.700.000,Biến phí,Chi phí giá vốn
2025.07,lab Thịnh,Tiền Lab,11.100.000,Biến phí,Chi phí giá vốn
2025.07,Quỹ thưởng,Quỹ thưởng tổng cuối năm,100.000.000,Định phí,Chi phí khác
2025.07,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2025.07,Mua sắm tài sản,Mua sắm tài sản,1.433.333,Chi phí khác,Chi phí khác
2025.07,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,10.043.000,Định phí,Chi phí khác
2025.07,Giới thiệu nhân sự,Hoa hồng giới thiệu,3.000.000,Biến phí,Chi phí bán hàng
2025.08,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2025.08,Mua đồ hành chính,Mua đồ hành chính,20.436.333,Biến phí,Chi phí hành chính
2025.08,Tiền thuê xe+phí về xe,Tiền thuê xe,23.964.000,Định phí,Chi phí hành chính
2025.08,bãi xe cty+bãi xe nv,Mua đồ hành chính,5.330.000,Biến phí,Chi phí hành chính
2025.08,điện+nước+wf,Điện + Nước,21.316.171,Định phí,Chi phí hành chính
2025.08,Cp tiếp khách,Tiếp khách,20.194.913,Định phí,Chi phí hành chính
2025.08,tặng phẩm khách,Tặng phẩm khách,2.679.000,Biến phí,Chi phí bán hàng
2025.08,MKT chạy quảng cáo,Marketing chạy Quảng cáo,250.000.000,Biến phí,Chi phí bán hàng
2025.08,"Cp sửa chữa, bảo trì",Sửa chữa,19.161.666,Định phí,Chi phí hành chính
2025.08,Hành chính MKT,Hành chính MKT,12.813.262,Biến phí,Chi phí bán hàng
2025.08,Hoa hòng gth,Hoa hồng giới thiệu,7.119.750,Biến phí,Chi phí bán hàng
2025.08,TikTok,Tiktok,25.596.000,Biến phí,Chi phí bán hàng
2025.08,SEO,SEO,,Biến phí,Chi phí bán hàng
2025.08,% của NV,KPI,249.333.825,Biến phí,Chi phí bán hàng
2025.08,Phí cà thẻ,Phí cà thẻ,8.816.694,Biến phí,Chi phí bán hàng
2025.08,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,11.418.500,Định phí,Chi phí hành chính
2025.08,Lương,Lương,483.552.714,Định phí,Chi phí QLDN
2025.08,Chi phí MB,Chi phí Mặt bằng,125.986.077,Định phí,Chi phí QLDN
2025.08,Bảo hiểm,Bảo hiểm,37.582.333,Định phí,Chi phí QLDN
2025.08,Thuê bằng bs+bằng y tá,Thuê bằng,18.000.000,Định phí,Chi phí QLDN
2025.08,"chi phí cho quận, phường",Mua đồ hành chính,14.333.333,Biến phí,Chi phí hành chính
2025.08,xnm,Tiền vật liệu,2.349.000,Biến phí,Chi phí giá vốn
2025.08,Chụp phim CT Xương gò má KH TGIP,Tiền vật liệu,400.000,Biến phí,Chi phí giá vốn
2025.08,Vật liệu tgip,Tiền vật liệu,39.860.000,Biến phí,Chi phí giá vốn
2025.08,"công nợ zygoma+ipl chân bướm (còn nợ lại64,450)",Tiền vật liệu,60.000.000,Biến phí,Chi phí giá vốn
2025.08,"15 tack hàn, mua 2 coping, Bộ tak, 5 màng",Tiền vật liệu,12.058.000,Biến phí,Chi phí giá vốn
2025.08,xương zimmer,Tiền vật liệu,21.669.000,Biến phí,Chi phí giá vốn
2025.08,"thuốc tê, Thuốc TTR, tt tiền giấy in phim CT, efferalgan, Giấy chuyên dụng vên sinh phòng điều trị",Tiền vật liệu,18.010.667,Biến phí,Chi phí giá vốn
2025.08,Mua thuốc tê xanh+mua nước muối + dịch chuyền(TGIP),Tiền vật liệu,2.361.000,Biến phí,Chi phí giá vốn
2025.08,"khăn choàng phụ tá, đầu siêu âm IP, gương chụp hình trong miệng TGIP",Tiền vật liệu,2.414.000,Biến phí,Chi phí giá vốn
2025.08,mực in 3D,Tiền vật liệu,8.652.600,Biến phí,Chi phí giá vốn
2025.08,2 trụ+2 healing Neodent,Tiền vật liệu,11.500.000,Biến phí,Chi phí giá vốn
2025.08,hd Ostem kì cuối,Tiền vật liệu,10.000.000,Biến phí,Chi phí giá vốn
2025.08,lab tháo lắp,Tiền Lab,3.120.000,Biến phí,Chi phí giá vốn
2025.08,Lab Vũ,Tiền Lab,74.100.000,Biến phí,Chi phí giá vốn
2025.08,Lab Thịnh,Tiền Lab,15.600.000,Biến phí,Chi phí giá vốn
2025.08,Quỹ thưởng,Quỹ thưởng tổng cuối năm,,Định phí,Chi phí khác
2025.08,Dự trù phát sinh,Tiền dự trù phát sinh,,Định phí,Chi phí khác
2025.08,Mua sắm tài sản,Mua sắm tài sản,41.000.000,Chi phí khác,Chi phí khác
2025.08,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,4.380.334,Định phí,Chi phí khác
2025.08,Giới thiệu nhân sự,Hoa hồng giới thiệu,,Biến phí,Chi phí bán hàng
2025.08,đào tạo nhân sự,Đào tạo,11.139.333,Chi phí khác,Chi phí khác
2025.09,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2025.09,Mua đồ hành chính,Mua đồ hành chính,26.576.333,Biến phí,Chi phí hành chính
2025.09,Tiền thuê xe+phí về xe,Tiền thuê xe,22.414.000,Định phí,Chi phí hành chính
2025.09,bãi xe cty+bãi xe nv,Mua đồ hành chính,5.096.667,Biến phí,Chi phí hành chính
2025.09,điện+nước+wf,Điện + Nước,24.284.731,Định phí,Chi phí hành chính
2025.09,Cp tiếp khách,Tiếp khách,22.559.000,Định phí,Chi phí hành chính
2025.09,tặng phẩm khách,Tặng phẩm khách,67.421.467,Biến phí,Chi phí bán hàng
2025.09,MKT chạy quảng cáo,Marketing chạy Quảng cáo,288.000.000,Biến phí,Chi phí bán hàng
2025.09,"Cp sửa chữa, bảo trì",Sửa chữa,20.955.000,Định phí,Chi phí hành chính
2025.09,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2025.09,Thưởng gián tiếp,Quỹ thưởng gián tiếp,11.027.418,Biến phí,Chi phí bán hàng
2025.09,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2025.09,Hành chính MKT,Hành chính MKT,16.812.001,Biến phí,Chi phí bán hàng
2025.09,Hoa hòng gth,Hoa hồng giới thiệu,19.128.000,Biến phí,Chi phí bán hàng
2025.09,TikTok,Tiktok,25.596.000,Biến phí,Chi phí bán hàng
2025.09,SEO,SEO,0,Biến phí,Chi phí bán hàng
2025.09,% của NV,KPI,337.138.311,Biến phí,Chi phí bán hàng
2025.09,Phí cà thẻ,Phí cà thẻ,6.449.732,Biến phí,Chi phí bán hàng
2025.09,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,14.235.167,Định phí,Chi phí hành chính
2025.09,Lương,Lương,485.898.834,Định phí,Chi phí QLDN
2025.09,Chi phí MB,Chi phí Mặt bằng,119.286.000,Định phí,Chi phí QLDN
2025.09,Bảo hiểm,Bảo hiểm,38.116.667,Định phí,Chi phí QLDN
2025.09,Thuê bằng bs+bằng y tá,Thuê bằng,18.000.000,Định phí,Chi phí QLDN
2025.09,"chi phí cho quận, phường",Mua đồ hành chính,17.166.667,Biến phí,Chi phí hành chính
2025.09,"pin đèn flash, khăn choàng PT",Tiền vật liệu,1.344.000,Biến phí,Chi phí giá vốn
2025.09,thuốc tê+tiền thuốc+đồ trám,Tiền vật liệu,51.090.000,Biến phí,Chi phí giá vốn
2025.09,Mua cây cvr,Tiền vật liệu,5.500.000,Biến phí,Chi phí giá vốn
2025.09,hd tru strauman,Tiền vật liệu,138.540.000,Biến phí,Chi phí giá vốn
2025.09,tt tiền đầu máy scan,Tiền vật liệu,3.500.000,Biến phí,Chi phí giá vốn
2025.09,tiền tấm phim in của TGIP,Tiền vật liệu,1.250.000,Biến phí,Chi phí giá vốn
2025.09,xnm,Tiền vật liệu,3.283.200,Biến phí,Chi phí giá vốn
2025.09,vật tư,Tiền vật liệu,53.382.000,Biến phí,Chi phí giá vốn
2025.09,Kí hd osstem còn lại 30tr/3th,Tiền vật liệu,20.100.000,Biến phí,Chi phí giá vốn
2025.09,imp zygoma và chân bướm\,Tiền vật liệu,64.450.000,Biến phí,Chi phí giá vốn
2025.09,hd xương màn 1/4,Tiền vật liệu,26.300.000,Biến phí,Chi phí giá vốn
2025.09,tt tiền vật liệu trâm máy + endo TGIP,Tiền vật liệu,4.500.000,Biến phí,Chi phí giá vốn
2025.09,lab Vũ,Tiền Lab,195.600.000,Biến phí,Chi phí giá vốn
2025.09,lab Thịnh,Tiền Lab,20.500.000,Biến phí,Chi phí giá vốn
2025.09,Quỹ thưởng,Quỹ thưởng tổng cuối năm,100.000.000,Định phí,Chi phí khác
2025.09,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2025.09,Mua sắm tài sản,Mua sắm tài sản,7.775.000,Chi phí khác,Chi phí khác
2025.09,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,14.498.334,Định phí,Chi phí khác
2025.09,Giới thiệu nhân sự,Hoa hồng giới thiệu,0,Biến phí,Chi phí bán hàng
2025.09,đào tạo nhân sự,Đào tạo,13.333.333,Chi phí khác,Chi phí khác
2025.10,Mua đồ hành chính,Mua đồ hành chính,43.466.170,Biến phí,Chi phí hành chính
2025.10,Tiền thuê xe+phí về xe,Tiền thuê xe,24.936.000,Định phí,Chi phí hành chính
2025.10,bãi xe cty+bãi xe nv,Mua đồ hành chính,2.700.000,Biến phí,Chi phí hành chính
2025.10,điện+nước+wf,Điện + Nước,20.151.564,Định phí,Chi phí hành chính
2025.10,Cp tiếp khách,Tiếp khách,13.446.667,Định phí,Chi phí hành chính
2025.10,tặng phẩm khách,Tặng phẩm khách,19.295.667,Biến phí,Chi phí bán hàng
2025.10,MKT chạy quảng cáo,Marketing chạy Quảng cáo,245.500.000,Biến phí,Chi phí bán hàng
2025.10,"Cp sửa chữa, bảo trì",Sửa chữa,16.547.334,Định phí,Chi phí hành chính
2025.10,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2025.10,Thưởng gián tiếp,Quỹ thưởng gián tiếp,12.952.860,Biến phí,Chi phí bán hàng
2025.10,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2025.10,Hành chính MKT,Hành chính MKT,28.421.634,Biến phí,Chi phí bán hàng
2025.10,Hoa hòng gth,Hoa hồng giới thiệu,36.832.250,Biến phí,Chi phí bán hàng
2025.10,TikTok,Tiktok,25.596.000,Biến phí,Chi phí bán hàng
2025.10,SEO,SEO,0,Biến phí,Chi phí bán hàng
2025.10,% của NV,KPI,412.163.708,Biến phí,Chi phí bán hàng
2025.10,Phí cà thẻ,Phí cà thẻ,4.037.135,Biến phí,Chi phí bán hàng
2025.10,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,27.159.813,Định phí,Chi phí hành chính
2025.10,Lương,Lương,506.933.361,Định phí,Chi phí QLDN
2025.10,Chi phí MB,Chi phí Mặt bằng,123.805.667,Định phí,Chi phí QLDN
2025.10,Bảo hiểm,Bảo hiểm,36.623.333,Định phí,Chi phí QLDN
2025.10,Thuê bằng bs+bằng y tá,Thuê bằng,18.000.000,Định phí,Chi phí QLDN
2025.10,"chi phí cho quận, phường",Mua đồ hành chính,8.304.000,Biến phí,Chi phí hành chính
2025.10,thuế,Mua đồ hành chính,36.725.000,Biến phí,Chi phí hành chính
2025.10,implant swiss T4+5,Tiền vật liệu,16.559.550,Biến phí,Chi phí giá vốn
2025.10,"vật liệu đtt, Bao tay y tế, mua thuốc,nước muối, tấm choàng che cổ, gương cầm tay phòng điều trị+túi chườm, mua áo chì , khăn giấy choàng cổ phòng điều trị",Tiền vật liệu,32.282.333,Biến phí,Chi phí giá vốn
2025.10,kiểm định lò hấp,Tiền vật liệu,2.268.000,Biến phí,Chi phí giá vốn
2025.10,Cây nạy răng,Tiền vật liệu,7.497.000,Biến phí,Chi phí giá vốn
2025.10,xnm+chụp phim khách+thuốc khách,Tiền vật liệu,4.925.400,Biến phí,Chi phí giá vốn
2025.10,xương zimmer,Tiền vật liệu,4.019.250,Biến phí,Chi phí giá vốn
2025.10,Mua kin,Tiền vật liệu,13.540.000,Biến phí,Chi phí giá vốn
2025.10,tt trụ Neodent,Tiền vật liệu,76.299.000,Biến phí,Chi phí giá vốn
2025.10,Mua vật liệu impl,Tiền vật liệu,6.200.000,Biến phí,Chi phí giá vốn
2025.10,bóng đèn cực tím,Tiền vật liệu,900.000,Biến phí,Chi phí giá vốn
2025.10,Pk implant strauman,Tiền vật liệu,33.260.000,Biến phí,Chi phí giá vốn
2025.10,tiền tiền mê,Tiền vật liệu,2.500.000,Biến phí,Chi phí giá vốn
2025.10,Kí hd JD,Tiền vật liệu,147.600.000,Biến phí,Chi phí giá vốn
2025.10,Hd xương màn đợt 2,Tiền vật liệu,26.300.000,Biến phí,Chi phí giá vốn
2025.10,Mua mũi khoan lấy xương TGIP,Tiền vật liệu,10.000.000,Biến phí,Chi phí giá vốn
2025.10,Lab,Tiền Lab,97.100.000,Biến phí,Chi phí giá vốn
2025.10,Quỹ thưởng,Quỹ thưởng tổng cuối năm,100.000.000,Định phí,Chi phí khác
2025.10,Dự trù phát sinh,Tiền dự trù phát sinh,,Định phí,Chi phí khác
2025.10,Mua sắm tài sản,Mua sắm tài sản,5.547.001,Chi phí khác,Chi phí khác
2025.10,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,11.835.001,Định phí,Chi phí khác
2025.10,Giới thiệu nhân sự,Hoa hồng giới thiệu,,Biến phí,Chi phí bán hàng
2025.10,đào tạo nhân sự,Đào tạo,5.751.667,Chi phí khác,Chi phí khác
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
,,,,--,--
